Complaint ID,Consumer disputed?,Consumer consent provided?,Submitted via
2368066,No,Consent provided,Web
2377333,No,Consent provided,Web
2371112,Yes,Consent provided,Web
1328299,Yes,Consent not provided,Web
2371043,No,Consent not provided,Web
2322982,No,Consent provided,Web
2444485,No,,Web
2378198,Yes,Consent not provided,Web
2371330,Yes,Consent provided,Web
2372254,Yes,Consent provided,Web
2495995,N/A,,Web
2371635,No,Consent not provided,Web
2376971,No,Consent not provided,Web
2371765,No,Consent provided,Web
2377734,No,Consent provided,Web
2372215,No,Consent not provided,Web
2376528,No,Consent not provided,Web
2375318,No,Consent not provided,Web
2371651,No,Consent provided,Web
2378189,No,Consent not provided,Web
2377856,Yes,Consent provided,Web
2371783,No,Consent provided,Web
2378497,No,Consent not provided,Web
2375891,No,Consent provided,Web
2378071,No,Consent not provided,Web
2378022,No,Consent not provided,Web
2377312,No,Consent provided,Web
2371581,No,Consent provided,Web
2468346,N/A,,Web
2346317,No,Consent provided,Web
2374608,No,Consent provided,Web
2470040,N/A,,Web
2377608,Yes,Consent provided,Web
2370882,Yes,Consent provided,Web
2371931,No,Consent provided,Web
2472905,N/A,Consent not provided,Web
1918797,No,N/A,Fax
2373243,No,Consent provided,Web
2378716,Yes,Consent not provided,Web
2375193,Yes,Consent not provided,Web
2372315,No,Consent provided,Web
2370278,Yes,Consent provided,Web
2372291,No,Consent provided,Web
2372299,No,Consent not provided,Web
2497996,N/A,N/A,Phone
2492303,N/A,,Web
2496797,N/A,,Web
2503144,N/A,,Web
2495926,N/A,,Web
2170321,No,Consent not provided,Web
2374550,No,Consent not provided,Web
2377059,No,Consent not provided,Web
2376018,No,Consent provided,Web
2503078,N/A,,Web
2476624,N/A,N/A,Referral
2502926,N/A,,Web
2500237,N/A,N/A,Referral
2499330,N/A,,Web
2490403,N/A,,Web
2490803,N/A,,Web
2377377,No,Consent provided,Web
2378394,No,Consent provided,Web
2375745,No,Consent not provided,Web
2323666,No,Consent provided,Web
2374853,No,Consent provided,Web
2368259,Yes,Consent not provided,Web
571359,Yes,N/A,Web
2376550,No,Consent provided,Web
2371111,No,Consent not provided,Web
2372193,No,Consent provided,Web
2378667,No,Consent provided,Web
1204400,No,N/A,Web
2377286,Yes,Consent provided,Web
2465809,N/A,,Web
2373394,No,Consent provided,Web
2347143,No,Consent provided,Web
2371964,Yes,Consent provided,Web
2378558,No,Consent provided,Web
2377641,No,Consent provided,Web
2378225,No,Consent provided,Web
2492069,N/A,,Web
2499132,N/A,N/A,Postal mail
2503208,N/A,,Web
2426151,Yes,Consent not provided,Web
2392526,No,Consent not provided,Web
2492088,N/A,,Web
2372040,No,Consent not provided,Web
2378700,No,Consent provided,Web
2371613,No,Consent not provided,Web
2376700,No,Consent provided,Web
2373556,No,Consent not provided,Web
2376777,No,Consent not provided,Web
2316446,No,Consent provided,Web
2375412,No,Consent not provided,Web
2376701,Yes,Consent not provided,Web
2371672,No,Consent provided,Web
2368662,No,Consent not provided,Web
2375529,No,Consent provided,Web
2375496,Yes,Consent not provided,Web
2376340,No,Consent provided,Web
2378306,No,Consent provided,Web
2372001,No,Consent provided,Web
2082625,Yes,Consent not provided,Web
2366899,No,Consent not provided,Web
2372336,No,Consent provided,Web
2378008,No,Consent provided,Web
2377753,No,Consent provided,Web
2378368,No,Consent not provided,Web
2378752,No,Consent provided,Web
1252649,Yes,N/A,Web
2366593,No,Consent provided,Web
2367271,No,Consent not provided,Web
2376709,No,Consent not provided,Web
2376742,No,Consent provided,Web
2372491,Yes,Consent not provided,Web
802229,Yes,N/A,Referral
2378535,No,Consent not provided,Web
2376490,Yes,Consent not provided,Web
2377343,No,Consent not provided,Web
2376935,No,Consent provided,Web
2378016,Yes,Consent not provided,Web
2374486,Yes,Consent not provided,Web
2377953,No,Consent not provided,Web
2371991,No,Consent provided,Web
2342422,No,Consent not provided,Web
2376174,Yes,Consent not provided,Web
2469462,N/A,,Web
2377240,No,Consent provided,Web
2374607,No,Consent not provided,Web
2371895,No,Consent not provided,Web
2347672,Yes,Consent not provided,Web
2156889,No,Consent not provided,Web
2372562,No,Consent provided,Web
2369206,No,Consent provided,Web
2369809,Yes,Consent provided,Web
2377588,Yes,Consent provided,Web
2378528,No,Consent provided,Web
2371902,No,Consent not provided,Web
2368355,No,Consent provided,Web
2378729,No,Consent not provided,Web
2375122,No,Consent provided,Web
2371684,No,Consent provided,Web
2477875,N/A,,Web
2501758,N/A,,Web
2465242,N/A,,Web
376066,No,N/A,Web
2495270,N/A,N/A,Phone
2491270,N/A,,Web
2376250,No,N/A,Referral
1835519,No,N/A,Postal mail
2379474,No,Consent provided,Web
2380649,No,Consent provided,Web
2476910,N/A,,Web
2477451,N/A,Consent not provided,Web
2379101,No,Consent not provided,Web
2466816,N/A,,Web
2465105,N/A,,Web
2490380,N/A,,Web
2379434,Yes,Consent provided,Web
2062898,No,Consent not provided,Web
2373178,No,Consent not provided,Web
2467699,N/A,,Web
2302776,No,Consent not provided,Web
2466910,N/A,,Web
2446004,No,,Web
2470896,N/A,Consent not provided,Web
2464882,N/A,N/A,Referral
2466544,N/A,,Web
2466117,N/A,Consent not provided,Web
2377301,No,Consent provided,Web
2375024,Yes,Consent provided,Web
2468633,N/A,N/A,Referral
2471117,N/A,Consent not provided,Web
2468620,N/A,,Web
2472450,N/A,N/A,Postal mail
2378843,No,Consent provided,Web
2419669,No,N/A,Postal mail
2464574,N/A,,Web
2379591,No,Consent provided,Web
2470681,N/A,Consent not provided,Web
2316636,No,Consent provided,Web
2372650,No,Consent provided,Web
2475663,N/A,,Web
2380745,No,Consent provided,Web
2472410,N/A,,Web
2466191,N/A,,Web
2431142,No,Consent provided,Web
2469283,N/A,,Web
2323817,No,Consent provided,Web
2469422,N/A,,Web
2471950,N/A,Consent not provided,Web
2380350,No,Consent provided,Web
2471988,N/A,,Web
2422198,No,N/A,Postal mail
344253,Yes,N/A,Phone
2445247,No,,Web
2469055,N/A,,Web
2379809,Yes,Consent not provided,Web
2379414,No,Consent not provided,Web
2469495,N/A,,Web
2402372,No,N/A,Postal mail
1805145,No,Consent provided,Web
2470748,N/A,Consent not provided,Web
2474990,N/A,N/A,Postal mail
2372711,No,Consent provided,Web
2431332,No,N/A,Postal mail
2377076,Yes,Consent provided,Web
2470852,N/A,,Web
2374318,No,Consent not provided,Web
2447000,No,,Web
2465673,N/A,,Web
2380585,Yes,Consent provided,Web
2373837,No,Other,Web
2372833,No,Consent not provided,Web
2472249,N/A,N/A,Referral
2439536,No,Consent not provided,Web
2195766,Yes,Consent provided,Web
2469004,N/A,N/A,Phone
2152430,No,Consent not provided,Web
2374571,No,Consent provided,Web
2467826,N/A,,Web
2470802,N/A,Consent not provided,Web
2465505,N/A,,Web
2392142,No,N/A,Referral
2376519,No,Consent not provided,Web
2464489,N/A,,Web
2379397,No,Consent not provided,Web
2376076,No,Consent provided,Web
2375367,Yes,Consent provided,Web
2402586,No,N/A,Referral
2405594,No,Consent provided,Web
2475418,N/A,,Web
2475254,N/A,,Web
2232168,Yes,Consent not provided,Web
1457808,No,N/A,Phone
2466721,N/A,,Web
2445196,No,,Web
2468241,N/A,,Web
2377655,No,Consent provided,Web
2377709,No,Consent not provided,Web
2377720,No,Consent not provided,Web
2464887,N/A,,Web
2470933,N/A,,Web
2477394,N/A,Consent not provided,Web
2470622,N/A,Consent not provided,Web
2442134,No,,Web
2464442,N/A,,Web
2379083,No,Consent provided,Web
2470507,N/A,,Web
2414306,No,N/A,Postal mail
2201322,No,Consent not provided,Web
34595,No,N/A,Referral
2403094,No,Consent not provided,Web
2402490,No,Consent not provided,Web
2400603,No,Consent not provided,Web
2469402,N/A,,Web
2465971,N/A,,Web
2471682,N/A,,Web
2379973,No,Consent provided,Web
2405204,No,N/A,Referral
2372515,No,Consent provided,Web
2468783,N/A,,Web
2378812,No,Consent provided,Web
193839,No,N/A,Phone
2378771,No,Consent provided,Web
2379491,No,Consent provided,Web
2478082,N/A,Consent not provided,Web
2464410,N/A,Consent not provided,Web
2464805,N/A,,Web
2464640,N/A,,Web
2469319,N/A,,Web
2421176,No,N/A,Phone
2464394,N/A,,Web
2379409,Yes,Consent not provided,Web
2411117,No,Other,Web
2467492,N/A,,Web
2445804,No,N/A,Fax
2466802,N/A,Consent not provided,Web
2379771,No,Consent provided,Web
2470638,N/A,,Web
2468764,N/A,,Web
2444654,No,,Web
2465929,N/A,N/A,Postal mail
2373386,No,Consent provided,Web
2475362,N/A,N/A,Referral
2373533,No,Consent not provided,Web
2403429,No,N/A,Postal mail
2373908,No,Consent not provided,Web
2379472,No,Consent provided,Web
2468648,N/A,Consent not provided,Web
2464671,N/A,Consent not provided,Web
2470674,N/A,,Web
2380267,Yes,Consent not provided,Web
2466548,N/A,,Web
2330420,No,Consent not provided,Web
2470770,N/A,,Web
2380188,No,Consent provided,Web
2464501,N/A,Consent not provided,Web
2471263,N/A,,Web
2375456,No,Consent provided,Web
2466437,N/A,,Web
2380271,No,Consent provided,Web
2471273,N/A,Consent not provided,Web
2465722,N/A,Consent not provided,Web
2465338,N/A,,Web
2471796,N/A,Consent not provided,Web
2464797,N/A,,Web
2465421,N/A,,Web
2470992,N/A,Consent not provided,Web
2466926,N/A,N/A,Referral
2466131,N/A,,Web
2402959,No,Consent provided,Web
2379243,No,Consent provided,Web
2470559,N/A,Consent not provided,Web
2477659,N/A,Consent not provided,Web
2376853,No,Consent provided,Web
2372508,No,Consent provided,Web
2468941,N/A,,Web
2379803,No,Consent provided,Web
2380217,Yes,Consent provided,Web
2471374,N/A,,Web
2467459,N/A,,Web
2444259,No,N/A,Referral
2375797,No,Consent provided,Web
2379393,No,Consent provided,Web
2374790,No,Consent provided,Web
2380488,No,Consent not provided,Web
2468735,N/A,Consent not provided,Web
2377473,No,Consent provided,Web
2380214,No,Consent provided,Web
2469466,N/A,,Web
2471054,N/A,,Web
2444387,No,N/A,Referral
2469432,N/A,Other,Web
2473744,N/A,N/A,Phone
2466497,N/A,,Web
2379304,No,Consent provided,Web
2469457,N/A,N/A,Phone
2380185,No,Consent not provided,Web
2377609,No,Consent provided,Web
2374530,No,Consent provided,Web
2471250,N/A,,Web
2471314,N/A,Consent not provided,Web
2380278,No,Consent provided,Web
2475462,N/A,,Web
2376770,No,N/A,Postal mail
1081447,No,N/A,Web
2323955,No,Consent provided,Web
2469160,N/A,N/A,Postal mail
2465975,N/A,Consent not provided,Web
2471978,N/A,Consent not provided,Web
2468097,N/A,,Web
2440497,No,N/A,Referral
2377698,Yes,Consent not provided,Web
2378468,No,Consent provided,Web
2372663,No,Consent provided,Web
2374888,No,N/A,Referral
2468322,N/A,,Web
2375498,No,Consent not provided,Web
2471129,N/A,,Web
2474458,N/A,N/A,Phone
2470673,N/A,,Web
2477051,N/A,,Web
2467232,N/A,Consent not provided,Web
2421182,No,N/A,Postal mail
2464518,N/A,,Web
2375523,No,Consent not provided,Web
2465221,N/A,,Web
2470586,N/A,,Web
2465619,N/A,,Web
2379639,No,Consent provided,Web
2408444,No,N/A,Fax
2374196,Yes,Consent not provided,Web
2471089,N/A,,Web
2403411,No,Consent not provided,Web
2375982,No,Consent provided,Web
2421801,No,N/A,Postal mail
2471963,N/A,Consent not provided,Web
2379883,No,Consent not provided,Web
2467355,N/A,N/A,Postal mail
2470563,N/A,,Web
2476258,N/A,Consent not provided,Web
2466414,N/A,,Web
2376087,No,Consent provided,Web
2379068,No,Consent provided,Web
2464913,N/A,Consent not provided,Web
2379979,No,Consent provided,Web
2327277,No,Consent provided,Web
2380373,No,Consent provided,Web
2333975,No,N/A,Referral
2469379,N/A,,Web
2466610,N/A,,Web
2379187,No,Consent provided,Web
2477667,N/A,,Web
2446291,No,,Web
2466312,N/A,,Web
2376228,No,N/A,Referral
2379812,No,Consent not provided,Web
2477641,N/A,,Web
2465492,N/A,,Web
2375941,No,Consent not provided,Web
2475736,N/A,N/A,Postal mail
2377614,No,Consent not provided,Web
2466512,N/A,,Web
2469477,N/A,,Web
2380196,No,Consent provided,Web
2469901,N/A,Consent not provided,Web
993436,No,N/A,Web
2379366,Yes,Consent provided,Web
2469453,N/A,,Web
2470270,N/A,,Web
2469461,N/A,N/A,Phone
2465794,N/A,Consent not provided,Web
2468682,N/A,,Web
2466595,N/A,,Web
2476083,N/A,,Web
2429332,No,Consent provided,Web
1217945,No,N/A,Postal mail
2379595,No,Consent provided,Web
2372937,No,Consent provided,Web
2468306,N/A,,Web
2374759,No,Consent not provided,Web
2375285,No,Consent provided,Web
2464901,N/A,Consent not provided,Web
2379159,Yes,Consent provided,Web
2379309,No,Consent not provided,Web
2470667,N/A,Consent not provided,Web
2372396,No,Consent not provided,Web
2465476,N/A,,Web
2478404,N/A,Consent not provided,Web
2378713,No,Consent provided,Web
2378834,No,Consent provided,Web
2376911,No,Consent provided,Web
2441215,No,Consent not provided,Web
2377211,No,Consent provided,Web
2469220,N/A,,Web
2465054,N/A,,Web
2379290,Yes,Consent provided,Web
2379145,No,Consent not provided,Web
2476646,N/A,,Web
2444995,No,,Web
2464756,N/A,N/A,Phone
2378108,No,Consent not provided,Web
2377553,No,Consent not provided,Web
2465289,N/A,,Web
2328829,No,Consent not provided,Web
2470076,N/A,Consent not provided,Web
2443993,No,Other,Web
2378639,No,Consent not provided,Web
2471332,N/A,Consent not provided,Web
2378824,Yes,Consent not provided,Web
2471201,N/A,,Web
2465279,N/A,,Web
2380689,Yes,Consent not provided,Web
2396886,No,N/A,Postal mail
2467864,N/A,N/A,Postal mail
2464556,N/A,Consent not provided,Web
2375141,No,Consent provided,Web
2412753,No,N/A,Postal mail
2468890,N/A,Consent not provided,Web
2379605,No,Consent provided,Web
2473042,N/A,,Web
2467390,N/A,,Web
2407408,No,N/A,Postal mail
2421053,No,N/A,Postal mail
2465580,N/A,,Web
2445546,No,N/A,Phone
2471481,N/A,Consent not provided,Web
2378911,Yes,Consent not provided,Web
2464694,N/A,Consent not provided,Web
2379359,No,Consent provided,Web
388326,No,N/A,Postal mail
2380296,Yes,Consent provided,Web
2467993,N/A,,Web
2417468,No,Consent provided,Web
2464332,N/A,Consent not provided,Web
2380709,Yes,Consent provided,Web
2380156,No,Consent not provided,Web
2476286,N/A,,Web
2469348,N/A,,Web
2379964,Yes,Consent provided,Web
2466623,N/A,,Web
2469513,N/A,,Web
2464931,N/A,Consent not provided,Web
2470525,N/A,Consent not provided,Web
2470125,N/A,N/A,Postal mail
2469136,N/A,,Web
2420708,No,N/A,Postal mail
1582018,No,Consent not provided,Web
2466005,N/A,Consent not provided,Web
2471599,N/A,,Web
2370217,No,Consent provided,Web
2471269,N/A,,Web
2467202,N/A,,Web
2379747,No,Consent provided,Web
2466817,N/A,,Web
2414341,No,Consent provided,Web
2373185,No,Consent provided,Web
1136864,No,N/A,Web
2401712,No,Consent provided,Web
2430019,No,Consent provided,Web
2471949,N/A,,Web
2474284,N/A,,Web
2400462,No,Consent provided,Web
2373238,No,Consent not provided,Web
2382365,No,Consent provided,Web
2380176,No,Consent provided,Web
2379872,No,Consent not provided,Web
2465629,N/A,,Web
2471368,N/A,Consent not provided,Web
2470875,N/A,,Web
2376105,No,Consent not provided,Web
114236,No,N/A,Web
2470843,N/A,Consent not provided,Web
2380127,No,Consent not provided,Web
2465111,N/A,Consent not provided,Web
2373050,No,Consent provided,Web
2379749,No,Consent provided,Web
2372907,No,Consent provided,Web
2467023,N/A,,Web
2379913,No,Consent not provided,Web
2379578,No,Consent provided,Web
2380163,Yes,Consent provided,Web
2471449,N/A,Consent not provided,Web
2475698,N/A,Consent not provided,Web
2374454,No,Consent not provided,Web
2379576,No,Consent not provided,Web
2465539,N/A,,Web
2465317,N/A,N/A,Referral
2380626,No,Consent provided,Web
2471087,N/A,,Web
2474879,N/A,,Web
2469471,N/A,,Web
2465865,N/A,Consent not provided,Web
1907127,Yes,Consent provided,Web
1594698,No,N/A,Phone
2465042,N/A,,Web
2467910,N/A,N/A,Phone
2468592,N/A,,Web
2476235,N/A,,Web
2466674,N/A,,Web
2402347,No,Consent not provided,Web
2402308,No,Consent not provided,Web
2428307,No,N/A,Postal mail
2374814,No,Consent provided,Web
2464764,N/A,,Web
394194,No,N/A,Referral
2469135,N/A,,Web
2467045,N/A,,Web
2466920,N/A,Consent not provided,Web
2464842,N/A,,Web
2378464,No,Consent not provided,Web
2429403,No,N/A,Postal mail
2378281,No,Consent not provided,Web
2376798,No,Consent not provided,Web
1172078,No,N/A,Web
2466929,N/A,,Web
2402402,No,Consent not provided,Web
2426101,No,Consent provided,Web
2372597,No,Consent provided,Web
2470272,N/A,Consent withdrawn,Web
2378096,No,Consent not provided,Web
2379110,No,Consent not provided,Web
2375027,Yes,Consent provided,Web
2495135,N/A,Consent not provided,Web
2503484,N/A,,Web
2485956,N/A,,Web
2502179,N/A,,Web
2468862,N/A,Consent not provided,Web
2466359,N/A,,Web
2410129,No,Consent provided,Web
2381809,Yes,Consent provided,Web
2380663,No,Consent provided,Web
2379670,Yes,Consent not provided,Web
2464390,N/A,Consent not provided,Web
2377790,No,Consent not provided,Web
1276557,No,N/A,Phone
2377851,Yes,Consent not provided,Web
2441491,No,N/A,Referral
2475945,N/A,Consent not provided,Web
2379559,No,Consent not provided,Web
2464443,N/A,,Web
2467257,N/A,,Web
2378321,No,Consent not provided,Web
2464527,N/A,Consent not provided,Web
2236329,Yes,Consent not provided,Web
2372472,No,Consent provided,Web
2473802,N/A,N/A,Referral
2374729,No,Consent not provided,Web
2443361,No,Consent not provided,Web
2382446,No,Consent not provided,Web
2410620,No,Consent provided,Web
2464678,N/A,,Web
2376260,No,Consent provided,Web
2373593,No,Consent not provided,Web
2470985,N/A,Consent not provided,Web
2379954,No,Consent provided,Web
2380528,No,Consent not provided,Web
2467347,N/A,Other,Web
2464682,N/A,Consent not provided,Web
2377296,No,Consent not provided,Web
2472028,N/A,,Web
2466646,N/A,N/A,Phone
2380324,No,Consent not provided,Web
2377155,Yes,Consent not provided,Web
2372585,No,Consent not provided,Web
2466175,N/A,,Web
2466882,N/A,,Web
2468129,N/A,Consent not provided,Web
2372632,No,Consent provided,Web
2471044,N/A,,Web
2468520,N/A,N/A,Phone
2374919,No,Consent provided,Web
2477769,N/A,,Web
2466759,N/A,,Web
2474911,N/A,Consent withdrawn,Web
2374098,No,Consent provided,Web
2447312,No,N/A,Postal mail
2376055,Yes,Consent provided,Web
2446954,No,,Web
2381998,No,N/A,Referral
2468994,N/A,N/A,Phone
2489958,N/A,,Web
2500224,N/A,,Web
2490572,N/A,N/A,Referral
2495228,N/A,Consent not provided,Web
2497719,N/A,Consent not provided,Web
2464939,N/A,N/A,Phone
2380531,Yes,Consent provided,Web
2379225,No,Consent provided,Web
2410679,No,Consent provided,Web
2378266,No,Consent not provided,Web
1384477,No,N/A,Phone
2380124,No,Consent not provided,Web
2445567,No,N/A,Fax
2330645,No,Consent not provided,Web
2380395,Yes,Consent not provided,Web
982612,No,N/A,Web
2476180,N/A,,Web
1523270,No,Other,Web
2474724,N/A,,Web
2436027,No,N/A,Phone
2502367,N/A,,Web
2497939,N/A,Consent not provided,Web
2492127,N/A,,Web
2503029,N/A,,Web
2498926,N/A,,Web
2498056,N/A,,Web
2471971,N/A,,Web
2469488,N/A,,Web
2379379,No,Consent not provided,Web
2468865,N/A,,Web
2468267,N/A,,Web
2367045,No,Consent provided,Web
2465627,N/A,,Web
2470655,N/A,,Web
2470650,N/A,,Web
2469385,N/A,Consent not provided,Web
2330017,No,Consent not provided,Web
2402556,No,N/A,Referral
2465153,N/A,Consent not provided,Web
2465687,N/A,,Web
2470136,N/A,,Web
2492628,N/A,Consent withdrawn,Web
2485620,N/A,,Web
2494358,N/A,,Web
2493841,N/A,,Web
2498096,N/A,,Web
2323492,No,Consent provided,Web
2376121,No,Consent not provided,Web
2473908,N/A,,Web
2477376,N/A,,Web
1506556,No,N/A,Referral
2373168,Yes,Consent provided,Web
2380359,No,Consent not provided,Web
2465430,N/A,Consent not provided,Web
2466863,N/A,N/A,Referral
415664,Yes,N/A,Referral
2468718,N/A,N/A,Postal mail
2469468,N/A,,Web
2402558,No,Consent not provided,Web
2375896,No,Consent not provided,Web
2466305,N/A,,Web
2475763,N/A,,Web
2417966,No,Other,Web
2466051,N/A,,Web
2380692,No,Consent not provided,Web
2379505,No,Consent not provided,Web
2465360,N/A,,Web
2466393,N/A,Consent not provided,Web
2372974,No,Consent not provided,Web
2379496,No,Consent not provided,Web
2377882,No,Consent not provided,Web
2379185,No,Consent provided,Web
2325339,No,Consent not provided,Web
2476744,N/A,Consent not provided,Web
1235616,No,N/A,Phone
2108150,No,Consent not provided,Web
2379589,No,Consent not provided,Web
2465850,N/A,,Web
2376877,No,Consent not provided,Web
2464984,N/A,N/A,Phone
2469416,N/A,Consent not provided,Web
218733,No,N/A,Referral
2466277,N/A,,Web
2471303,N/A,Consent not provided,Web
2446496,No,N/A,Phone
2379045,No,Consent provided,Web
2380599,No,Consent not provided,Web
1900563,No,Consent provided,Web
2377836,No,Consent not provided,Web
2224353,No,Consent not provided,Web
2469500,N/A,,Web
2491947,N/A,,Web
2425940,No,Consent provided,Web
2472029,N/A,Consent not provided,Web
2380308,No,Consent not provided,Web
2380717,No,Consent not provided,Web
2447060,No,,Web
1011791,No,N/A,Referral
2466399,N/A,,Web
2379287,No,Consent provided,Web
2377964,No,Consent not provided,Web
2374071,No,Consent provided,Web
2471268,N/A,Consent not provided,Web
2374417,No,Consent provided,Web
2471379,N/A,Consent not provided,Web
2377654,No,Consent not provided,Web
2466241,N/A,,Web
451934,Yes,N/A,Web
2471181,N/A,,Web
2378936,No,Consent provided,Web
2471906,N/A,,Web
2476143,N/A,,Web
2478659,N/A,N/A,Phone
2378949,No,Consent provided,Web
2469647,N/A,,Web
2470562,N/A,Consent not provided,Web
2467230,N/A,,Web
2378289,Yes,Consent not provided,Web
2464649,N/A,,Web
2433603,No,Consent provided,Web
2380273,No,Consent not provided,Web
2471444,N/A,,Web
2468119,N/A,,Web
2469165,N/A,,Web
2377209,No,Consent provided,Web
2470835,N/A,,Web
2466027,N/A,,Web
2379389,Yes,Consent provided,Web
2466376,N/A,N/A,Phone
2319807,No,N/A,Phone
2470914,N/A,,Web
2378849,No,Consent provided,Web
2468539,N/A,,Web
1576968,No,N/A,Postal mail
2378835,Yes,Consent provided,Web
2379146,No,Consent provided,Web
2465094,N/A,N/A,Phone
2378085,No,Consent not provided,Web
2446344,No,N/A,Referral
2444372,No,,Web
2477122,N/A,,Web
2416714,No,Consent provided,Web
2467582,N/A,N/A,Phone
2465958,N/A,Consent not provided,Web
2475594,N/A,,Web
2464798,N/A,,Web
2469463,N/A,,Web
2468784,N/A,,Web
2465702,N/A,,Web
2467337,N/A,,Web
2379985,No,Consent provided,Web
2439627,No,,Web
2420070,No,N/A,Postal mail
2464726,N/A,Consent not provided,Web
2468501,N/A,,Web
2464781,N/A,,Web
2468631,N/A,,Web
2379484,Yes,Consent provided,Web
2465720,N/A,Consent not provided,Web
1562730,No,Consent not provided,Web
1236667,No,N/A,Web
2469720,N/A,Consent not provided,Web
2441281,No,N/A,Referral
2470621,N/A,,Web
2380066,No,Consent not provided,Web
2471833,N/A,,Web
2465314,N/A,Consent not provided,Web
2372654,No,Consent provided,Web
2421706,No,N/A,Postal mail
2443627,No,N/A,Postal mail
2379081,No,Consent not provided,Web
2378974,No,Consent provided,Web
2466192,N/A,N/A,Phone
2381614,No,Consent provided,Web
2375977,No,Consent not provided,Web
2466772,N/A,,Web
2470946,N/A,,Web
2469473,N/A,,Web
2466012,N/A,,Web
2372489,No,Consent provided,Web
2379773,Yes,Consent not provided,Web
2379709,No,Consent not provided,Web
2377234,No,Consent provided,Web
2379009,No,Consent not provided,Web
2422008,No,Consent provided,Web
2465668,N/A,N/A,Phone
1059365,No,N/A,Web
2478917,N/A,N/A,Phone
2471020,N/A,,Web
2403338,No,Consent not provided,Web
2376167,Yes,Consent provided,Web
1034259,No,N/A,Postal mail
2469934,N/A,Consent not provided,Web
2466991,N/A,,Web
2470398,N/A,,Web
2379486,No,Consent not provided,Web
2416419,No,N/A,Referral
869145,No,N/A,Phone
2464959,N/A,,Web
2380351,No,Consent not provided,Web
2379912,Yes,Consent not provided,Web
2379387,No,Consent provided,Web
2466302,N/A,N/A,Referral
2380694,No,Consent not provided,Web
2447681,No,,Web
2469663,N/A,N/A,Fax
2403317,No,Consent not provided,Web
2471376,N/A,,Web
2474546,N/A,N/A,Referral
2471507,N/A,N/A,Referral
2469182,N/A,,Web
2379683,No,Consent not provided,Web
2327168,No,Consent provided,Web
2475532,N/A,N/A,Referral
2493409,N/A,,Web
1486891,No,Consent not provided,Web
2380460,No,Consent provided,Web
802128,No,N/A,Referral
2380138,Yes,Consent provided,Web
2468744,N/A,Consent not provided,Web
2380190,No,Consent provided,Web
2466665,N/A,,Web
2471265,N/A,Consent not provided,Web
2433743,No,Consent not provided,Web
2379034,No,Consent not provided,Web
2470589,N/A,,Web
2491380,N/A,,Web
2379033,No,Consent provided,Web
2470428,N/A,,Web
2469130,N/A,,Web
1445973,No,Consent provided,Web
2373490,Yes,Consent not provided,Web
2467845,N/A,,Web
2467332,N/A,,Web
2437122,No,Consent not provided,Web
2380314,Yes,Consent not provided,Web
2471429,N/A,Other,Web
2468662,N/A,N/A,Postal mail
2379244,No,Consent provided,Web
2412860,No,Consent provided,Web
2406373,No,Consent provided,Web
2475617,N/A,,Web
1207879,Yes,N/A,Web
2439598,No,N/A,Postal mail
2376041,No,Consent not provided,Web
2438741,No,N/A,Referral
2471315,N/A,,Web
2477584,N/A,,Web
2474058,N/A,,Web
2324517,No,Consent not provided,Web
2467124,N/A,,Web
2380248,Yes,Consent not provided,Web
2446310,No,,Web
2464782,N/A,,Web
740475,No,N/A,Web
2379368,No,Consent provided,Web
2471070,N/A,,Web
2470725,N/A,,Web
2471172,N/A,Consent not provided,Web
2465375,N/A,,Web
2466914,N/A,,Web
2376952,Yes,Consent provided,Web
2376306,No,Consent not provided,Web
2377738,Yes,Consent provided,Web
2471479,N/A,Consent not provided,Web
2377723,No,Consent provided,Web
2380178,No,Consent not provided,Web
2495332,N/A,Consent not provided,Web
893537,No,N/A,Postal mail
2496083,N/A,,Web
2493117,N/A,,Web
2378618,No,Consent provided,Web
2379299,No,Consent provided,Web
2464819,N/A,,Web
2373775,No,Consent not provided,Web
2464355,N/A,,Web
1145816,No,N/A,Web
2374144,No,Consent provided,Web
2467531,N/A,N/A,Postal mail
2413445,No,N/A,Referral
2379057,Yes,Consent not provided,Web
2469394,N/A,,Web
2491242,N/A,,Web
2378552,Yes,Consent provided,Web
486540,No,N/A,Web
2375156,No,Consent provided,Web
2474525,N/A,,Web
2374767,Yes,Consent provided,Web
2466469,N/A,,Web
2468158,N/A,Consent not provided,Web
2386766,No,Consent not provided,Web
2471569,N/A,,Web
663078,No,N/A,Web
2375736,No,Consent provided,Web
2373874,No,Consent not provided,Web
1440557,No,Consent provided,Web
2466592,N/A,Consent not provided,Web
2378525,Yes,Consent provided,Web
2430535,No,Consent not provided,Web
2493222,N/A,N/A,Postal mail
1155873,No,N/A,Web
2490777,N/A,,Web
898274,No,N/A,Phone
2473557,N/A,Other,Web
2380020,No,Consent provided,Web
2380439,No,Consent not provided,Web
2377541,No,Consent provided,Web
2379067,No,Consent not provided,Web
2380093,Yes,Consent provided,Web
2379141,No,Consent provided,Web
2471983,N/A,Consent not provided,Web
2377748,Yes,Consent not provided,Web
2475309,N/A,N/A,Referral
2464537,N/A,Consent not provided,Web
1727643,No,Consent provided,Web
2379911,No,Consent not provided,Web
2370051,No,Consent not provided,Web
2376094,No,Consent not provided,Web
2378894,Yes,Consent provided,Web
2379302,No,Consent not provided,Web
2377172,No,Consent not provided,Web
2464542,N/A,Consent not provided,Web
